County,Less_Than_High_School_Diploma,At_Least_High_School_Diploma,At_Least_Bachelors's_Degree,Graduate_Degree,School_Enrollment,Median_Earnings_2010,White_Not_Latino_Population,African_American_Population,Native_American_Population,Asian_American_Population,Other_Race_or_Races,Latino_Population,Children_Under_6_Living_in_Poverty,Adults_65_and_Older_Living_in_Poverty,Total_Population,Preschool_Enrollment_Ratio_enrolled_ages_3_and_4,Poverty_Rate_below_federal_poverty_threshold,Gini_Coefficient,Child_Poverty_living_in_families_below_the_poverty_line,Management_professional_and_related_occupations,Service_occupations,Sales_and_office_occupations,Farming_fishing_and_forestry_occupations,Construction_extraction_maintenance_and_repair_occupations,Production_transportation_and_material_moving_occupations,SIRE_homogeneity,median_age,Poor_physical_health_days,Poor_mental_health_days,Low_birthweight,Teen_births,Children_in_single_parent_households,Adult_smoking,Adult_obesity,Diabetes,Sexually_transmitted_infections,HIV_prevalence_rate,Uninsured,Unemployment,Violent_crime,Homicide_rate,Injury_deaths,Infant_mortality,Result_2016
"Westmoreland County, Virginia",23.5,76.5,15.9,7.5,72.3,27805.641905,63.95,27.9,0.2,0.35,2.25,5.35,16.2,11.4,17378,46.0,10.9,0.40299999999999997,13.75,27.4,16.5,25.1,2.55,16.95,11.4,0.49018599999999996,45.7,3.2,3.496703296703298,0.1,49.7,0.35200000000000004,0.16899999999999998,0.29,0.128,505.8,112.2,0.19699999999999998,0.075,83.44,7.016346153846154,82.4,8.283673469387756,0
"Grays Harbor County, Washington",15.6,84.4,14.5,4.9,71.9,25031.935555,82.5,0.8,3.95,1.3,3.45,7.9,27.0,8.45,71957,44.4,16.0,0.429,21.95,23.7,22.45,22.2,3.2,12.45,16.05,0.6898495,41.6,4.5,4.3,0.06,46.0,0.381,0.228,0.327,0.13,187.5,83.1,0.21,0.125,196.36,2.8,77.7,4.8,0
"Buffalo County, Wisconsin",12.3,87.7,15.5,3.9,75.35,27146.389205,96.9,0.2,0.45,0.1,1.05,1.4,11.0,11.25,13635,32.3,9.15,0.385,9.1,27.3,13.95,22.6,3.0,10.0,23.15,0.9392925,42.8,3.4,2.7,0.06,19.6,0.267,0.185,0.33399999999999996,0.09699999999999999,192.0,52.62203389830509,0.111,0.057,39.3,2.7723076923076926,58.2,5.803225806451612,0
"Lafayette County, Wisconsin",11.9,88.1,15.9,4.2,73.45,26507.46508,96.5,0.3,0.2,0.2,0.55,2.25,17.25,10.35,16359,28.0,8.8,0.37799999999999995,10.95,29.05,14.25,21.9,3.95,10.35,20.55,0.9317785,41.1,2.5,2.2,0.06,18.3,0.256,0.079,0.303,0.08800000000000001,113.0,52.62203389830509,0.134,0.055999999999999994,32.7,2.7723076923076926,87.0,5.803225806451612,0
"Washburn County, Wisconsin",10.3,89.7,18.7,6.4,71.5,25497.830159999998,95.8,0.55,1.05,0.35,1.05,1.2,13.1,9.0,16247,44.8,13.05,0.408,19.85,30.25,17.3,21.5,1.45,11.85,17.6,0.918171,46.7,3.6,2.8,0.07,31.6,0.303,0.231,0.306,0.10099999999999999,125.7,52.62203389830509,0.122,0.08,73.98,2.7723076923076926,71.3,5.803225806451612,0
"Van Buren County, Tennessee",25.3,74.7,9.0,4.8,69.4,22006.62381,97.9,0.5,0.2,0.05,0.85,0.5,27.2,21.45,5485,38.5,22.35,0.49,32.15,20.95,20.15,19.2,4.95,11.4,23.4,0.9585674999999999,43.2,4.7,4.3,0.09,57.2,0.257,0.39399999999999996,0.335,0.122,200.6,106.1,0.188,0.11599999999999999,270.42,6.163703703703704,94.5,8.678431372549017,0
"Kendall County, Texas",8.9,91.1,35.5,12.9,81.05,32585.46349,77.35,0.65,0.3,0.5,1.05,20.15,8.25,6.05,32352,45.6,6.45,0.47700000000000004,9.25,43.25,15.15,22.2,0.9,11.7,6.75,0.639091,43.3,2.6,3.639361702127661,0.08,25.6,0.184,0.131,0.242,0.102,253.0,66.7,0.201,0.055,109.23,5.430449438202247,70.6,7.11444444444444,0
"Marion County, Texas",23.1,76.9,11.2,4.9,70.15,23122.800315,72.0,21.25,0.55,0.55,2.5,3.2,33.75,19.25,10558,7.9,21.3,0.48700000000000004,30.85,19.1,18.8,23.95,1.95,14.45,21.75,0.56526575,47.9,4.0365079365079355,3.639361702127661,0.09,59.3,0.353,0.363,0.317,0.133,323.6,188.7,0.26,0.079,439.89,5.430449438202247,92.8,7.11444444444444,0
"Milam County, Texas",18.5,81.5,13.5,4.3,76.45,22497.383175,65.9,9.7,0.35,0.3,1.25,22.55,35.1,13.25,24768,32.5,17.65,0.462,25.65,26.75,16.65,23.35,2.65,13.2,17.4,0.49471775,39.8,4.8,3.639361702127661,0.08,65.6,0.359,0.22,0.312,0.12,498.0,139.9,0.249,0.079,154.61,5.72,80.2,8.4,0
"Mitchell County, Texas",26.6,73.4,9.4,2.1,60.2,25236.416825,52.9,10.85,0.35,0.2,0.75,34.95,33.35,18.25,9339,34.7,15.45,0.39799999999999996,29.0,28.75,19.5,25.4,0.8,13.9,11.6,0.413836,35.6,4.0365079365079355,3.639361702127661,0.08,80.4,0.33,0.2174653465346534,0.292,0.095,191.0,82.5,0.222,0.064,216.31,5.430449438202247,81.4,7.11444444444444,0
"Osborne County, Kansas",12.7,87.3,18.0,4.9,68.9,20537.680315,97.5,0.15,0.25,0.3,0.8,0.95,17.05,13.75,3871,38.2,14.55,0.479,15.7,30.05,17.55,18.1,4.2,8.75,21.35,0.95079675,47.2,2.2,2.7723684210526316,0.070253164556962,38.4,0.22399999999999998,0.18585393258426963,0.336,0.124,104.0,84.04166666666669,0.171,0.040999999999999995,192.18,5.603,82.26438356164385,8.010526315789473,0
"Morton County, Kansas",11.0,89.0,19.1,2.3,72.7,25305.795875,77.45,0.2,1.7,1.6,0.95,18.15,17.3,4.9,3165,42.9,7.3,0.391,10.5,32.5,21.6,14.35,4.95,12.75,13.9,0.63343175,37.0,3.028571428571429,2.7723684210526316,0.08,62.8,0.261,0.27399999999999997,0.336,0.102,406.5,84.04166666666669,0.17300000000000001,0.039,424.76,5.603,82.26438356164385,8.010526315789473,0
"Hertford County, North Carolina",26.5,73.5,15.7,5.2,76.35,21110.704125,34.55,59.8,1.05,0.5,1.8,2.35,47.4,17.55,23975,60.1,23.8,0.473,37.35,26.5,20.35,22.25,1.95,9.1,19.85,0.47798575,40.3,3.5,2.7,0.13,58.7,0.535,0.265,0.341,0.14400000000000002,929.1,611.0,0.17600000000000002,0.10400000000000001,295.01,5.9,59.9,18.2,1
"Jackson County, North Carolina",18.6,81.4,27.0,11.0,79.95,19490.438094999998,82.2,2.0,9.05,0.85,2.1,3.8,19.85,15.55,38359,52.5,20.25,0.45399999999999996,20.95,31.75,23.05,24.6,0.8,11.75,8.0,0.6862315,36.6,3.7,3.9,0.07,27.3,0.37200000000000005,0.222,0.32799999999999996,0.126,439.4,82.7,0.262,0.092,389.83,7.470789473684209,78.2,9.314473684210524,0
"Lenoir County, North Carolina",23.8,76.2,14.5,4.2,78.1,22832.364125,52.4,40.1,0.25,0.45,1.1,5.75,40.3,18.95,58163,39.1,23.05,0.45799999999999996,31.35,27.9,18.95,19.9,2.3,10.9,19.95,0.43883075,40.6,4.1,4.7,0.11,63.1,0.517,0.161,0.342,0.15,586.5,484.6,0.19699999999999998,0.1,674.18,7.95,71.5,11.9,0
"Montgomery County, North Carolina",27.9,72.1,14.8,4.4,70.85,22106.31365,63.35,19.0,0.35,1.75,0.95,14.65,40.4,16.9,27627,24.0,23.45,0.49200000000000005,34.8,25.5,17.65,14.95,1.4,10.65,29.85,0.45929325,39.5,3.7,2.1,0.08,70.7,0.342,0.2285161290322581,0.313,0.127,368.7,181.2,0.237,0.113,214.63,7.28,83.3,8.8,0
"Polk County, North Carolina",13.9,86.1,27.2,10.9,76.55,25181.43397,89.0,4.95,0.2,0.3,0.75,4.8,29.0,7.05,19808,44.7,13.15,0.40399999999999997,22.25,25.2,17.35,24.6,2.0,15.25,15.6,0.7969235,48.9,3.9,3.9,0.1,27.9,0.374,0.18899999999999997,0.23,0.102,103.7,107.5,0.19899999999999998,0.076,121.53,7.470789473684209,94.6,9.314473684210524,0
"Sioux County, North Dakota",19.8,80.2,12.3,2.3,72.1,18846.97016,14.75,0.05,81.25,0.05,2.55,1.35,60.0,35.05,4148,48.3,46.25,0.556,55.85,36.3,30.1,13.1,1.75,11.55,7.1,0.6827455,27.0,4.5,3.8,0.09,128.0,0.6659999999999999,0.44299999999999995,0.44299999999999995,0.11900000000000001,1074.8,157.15072867083228,0.154,0.053,0.0,157.150728670832,257.3,6.74,1
"Butler County, Nebraska",8.8,91.2,15.7,4.3,82.95,27317.04095,96.45,0.25,0.05,0.2,0.4,2.7,10.6,10.35,8405,55.7,9.25,0.35700000000000004,12.35,30.05,13.75,18.25,2.9,11.3,23.7,0.93101575,44.0,2.6,3.1,0.05,14.3,0.21600000000000003,0.20800000000000002,0.278,0.079,181.0,77.56666666666666,0.105,0.031,41.77,3.2074999999999996,88.3,6.409090909090909,0
"Hitchcock County, Nebraska",12.0,88.0,13.7,3.1,73.6,19779.84095,96.85,0.25,0.3,0.1,0.7,1.8,22.75,7.95,2883,14.6,12.95,0.396,20.9,29.85,15.1,21.9,3.05,13.85,16.25,0.9383815000000001,48.3,3.7,3.3,0.0657627118644068,36.4,0.20199999999999999,0.209,0.33799999999999997,0.095,140.0,77.56666666666666,0.168,0.036000000000000004,127.06,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Atlantic County, New Jersey",15.3,84.7,23.6,7.2,82.15,30503.325080000002,59.95,15.25,0.15,6.9,2.05,15.7,19.45,11.15,272282,52.1,11.2,0.445,15.55,28.15,30.35,24.25,0.65,8.3,8.35,0.41248900000000005,39.4,4.2,4.0,0.09,35.3,0.387,0.201,0.27,0.099,409.3,627.4,0.172,0.135,525.77,6.15,57.8,8.4,1
"Middlesex County, New Jersey",12.0,88.0,38.4,15.3,82.4,41826.5727,51.45,9.05,0.1,19.8,1.85,17.75,9.9,7.05,795907,58.2,7.5,0.40700000000000003,9.35,42.55,12.85,26.75,0.0,6.8,11.05,0.343954,36.9,3.0,3.0,0.08,15.6,0.23600000000000002,0.12300000000000001,0.23399999999999999,0.092,215.1,289.6,0.154,0.085,185.61,1.91,32.3,4.6,1
"Quay County, New Mexico",22.7,77.3,14.8,4.7,77.6,19507.453335,54.75,0.75,1.25,0.8,1.5,40.95,31.7,17.2,9024,14.5,18.95,0.461,25.05,30.8,20.5,20.1,4.3,15.65,8.65,0.467948,44.4,5.7,4.2,0.08,90.1,0.28800000000000003,0.275,0.253,0.09,421.0,111.23999999999997,0.221,0.069,618.15,15.77,142.3,6.1642857142857155,0
"Humboldt County, Nevada",19.1,80.9,13.4,3.1,73.1,32109.560315,69.75,0.3,4.0,0.8,1.8,23.35,28.1,5.4,17079,23.0,12.75,0.401,18.55,23.2,15.5,19.65,3.7,23.25,14.65,0.5430255,36.6,4.0,4.1,0.06,61.9,0.262,0.21600000000000003,0.271,0.071,262.9,157.93,0.24,0.062,368.92,9.11,102.7,5.25,0
"Franklin County, New York",16.7,83.3,17.3,7.9,71.4,24157.617145,82.3,6.2,5.8,0.8,1.45,3.5,24.9,11.45,50986,41.9,14.8,0.42,17.85,30.0,25.25,21.75,1.3,10.45,11.25,0.68603625,39.0,4.0,2.9,0.08,31.3,0.35100000000000003,0.187,0.289,0.09699999999999999,166.8,796.7,0.141,0.09699999999999999,113.73,3.2579411764705872,47.2,6.345999999999998,0
"Onondaga County, New York",10.7,89.3,32.0,13.8,81.5,29775.617145,80.6,10.05,0.7,2.85,2.25,3.5,23.45,7.8,460436,52.1,13.4,0.45299999999999996,19.1,38.75,16.45,27.6,0.3,7.15,9.75,0.66232875,38.3,3.3,3.7,0.08,27.6,0.366,0.163,0.282,0.10099999999999999,541.4,236.6,0.10800000000000001,0.081,355.67,4.57,52.7,7.7,1
"Hardin County, Ohio",13.8,86.2,15.1,6.4,82.05,22318.796825,96.15,0.75,0.2,0.55,1.2,1.15,22.6,7.1,31898,42.7,15.85,0.426,18.4,25.05,16.75,21.0,1.05,8.2,27.95,0.924849,34.4,3.9,4.7,0.08,31.9,0.29,0.305,0.316,0.10300000000000001,228.0,27.7,0.153,0.075,47.83,4.021590909090908,74.1,7.038571428571427,0
"Lawrence County, Ohio",18.0,82.0,12.9,4.9,74.2,25604.68762,95.5,2.1,0.2,0.2,1.3,0.7,35.7,12.15,62566,26.3,19.75,0.434,27.8,27.95,18.85,25.35,0.75,11.0,16.2,0.9126920000000001,39.9,7.1,6.1,0.12,49.2,0.34299999999999997,0.263,0.37200000000000005,0.124,166.4,78.8,0.147,0.076,133.57,5.71,68.0,9.5,0
"Preble County, Ohio",14.4,85.6,12.0,4.3,75.25,27542.021905,97.3,0.35,0.25,0.5,1.05,0.6,15.0,6.2,41979,31.7,8.95,0.39799999999999996,11.8,24.35,17.5,22.15,0.2,12.9,22.9,0.94691875,40.3,3.969411764705882,4.3,0.08,40.8,0.263,0.223,0.324,0.11199999999999999,116.4,33.7,0.14300000000000002,0.076,82.63,4.021590909090908,79.5,5.6,0
"Adair County, Oklahoma",23.5,76.5,10.6,2.8,76.15,21679.505080000003,44.35,0.1,39.45,0.75,10.35,5.0,39.9,24.8,22252,60.9,26.25,0.444,32.55,23.65,18.25,15.55,2.95,15.0,24.6,0.36559200000000003,35.6,4.6,2.7,0.09,73.8,0.341,0.304,0.36,0.139,291.9,54.0,0.27399999999999997,0.07,337.09,9.0,75.0,8.237837837837839,0
"Love County, Oklahoma",21.7,78.3,13.9,3.6,78.6,24973.975555,77.6,2.0,6.05,0.35,3.45,10.6,30.85,12.4,9247,56.9,14.05,0.419,21.3,22.6,23.4,23.75,2.8,11.7,15.75,0.61867475,42.0,7.0,5.4,0.09,64.0,0.35600000000000004,0.32299999999999995,0.308,0.133,223.7,91.10000000000002,0.237,0.037000000000000005,138.32,5.9722857142857135,98.9,8.237837837837839,0
"Payne County, Oklahoma",10.8,89.2,34.0,14.6,83.85,14756.8727,81.15,3.7,4.15,3.2,4.5,3.4,24.2,7.45,77942,39.1,24.15,0.485,19.95,34.2,19.55,26.1,0.8,9.45,9.9,0.6658284999999999,27.0,4.0,4.7,0.06,22.1,0.281,0.175,0.309,0.085,436.0,55.5,0.21600000000000003,0.048,202.55,5.9722857142857135,55.5,4.8,0
"Stephens County, Oklahoma",14.9,85.1,16.5,5.1,73.4,26006.197780000002,83.25,2.1,4.5,0.45,3.9,5.85,19.45,8.75,44052,41.1,12.85,0.43799999999999994,18.3,27.6,15.65,24.8,0.5,13.65,17.85,0.70048575,41.0,3.6,3.9,0.08,55.4,0.27899999999999997,0.209,0.294,0.114,314.2,42.1,0.191,0.044000000000000004,256.72,3.89,96.3,7.6,0
"Delaware County, Pennsylvania",9.5,90.5,34.7,14.5,81.45,34273.761269999995,72.8,18.55,0.1,4.5,1.5,2.65,12.9,6.9,556998,58.6,9.4,0.461,13.85,41.45,15.3,26.6,0.1,7.75,8.8,0.5673475,38.5,3.4,3.8,0.08,22.6,0.32799999999999996,0.204,0.28,0.09300000000000001,465.1,297.8,0.102,0.081,541.63,7.49,65.6,7.8,1
"Forest County, Pennsylvania",19.3,80.7,9.6,5.2,54.7,15871.753969999998,76.8,17.4,0.2,0.15,0.55,4.9,22.3,6.9,7263,60.3,12.6,0.39899999999999997,16.45,20.4,23.25,21.0,1.4,11.85,22.1,0.6225375,42.4,4.8,7.3,0.07723076923076924,13.1,0.264,0.335,0.325,0.11199999999999999,92.2,140.0,0.139,0.095,283.66,3.4972499999999997,73.8,7.051020408163265,0
"Lawrence County, Pennsylvania",13.5,86.5,18.6,5.8,78.85,24780.36381,93.45,3.6,0.05,0.4,1.6,0.9,23.4,9.4,91035,42.1,12.35,0.418,19.8,29.9,19.15,24.65,0.3,9.0,16.95,0.8749395000000001,43.1,4.8,3.9,0.09,31.3,0.344,0.209,0.28300000000000003,0.105,306.0,55.0,0.12300000000000001,0.081,411.88,3.72,68.0,8.2,0
"Monterey County, California",29.3,70.7,23.4,9.2,72.35,25438.379685,34.3,2.9,0.3,5.9,2.8,53.75,20.5,7.1,409989,42.2,13.6,0.45,19.35,27.85,19.65,22.15,10.9,8.3,11.25,0.41167025,32.8,3.9,4.6,0.06,53.7,0.325,0.125,0.228,0.069,360.5,181.2,0.23800000000000002,0.114,491.47,8.28,49.1,5.0,1
"Jackson County, Colorado",8.6,91.4,21.7,4.3,77.4,22066.769205,90.5,0.0,0.85,0.05,0.9,7.7,57.5,5.85,1349,60.9,14.25,0.445,26.05,35.05,16.05,16.55,4.35,13.8,14.2,0.8251075000000001,46.5,1.5,3.0865384615384617,0.09641509433962261,40.5,0.322,0.17950943396226413,0.218,0.066,276.64181818181805,131.71190476190475,0.251,0.038,48.34,4.542941176470588,82.56458333333333,6.043749999999999,0
"Yolo County, California",15.7,84.3,37.8,17.4,81.9,27184.23873,51.7,2.35,0.6,12.1,3.9,29.4,18.7,7.15,196911,55.1,17.15,0.456,16.55,42.5,16.3,22.2,2.3,7.55,9.25,0.37047525,30.1,3.6,3.2,0.05,19.4,0.276,0.081,0.22899999999999998,0.07,287.5,108.5,0.166,0.115,270.85,1.63,40.0,4.0,1
"Monroe County, Alabama",24.6,75.4,11.2,3.1,74.3,23987.55651,55.65,40.8,1.15,0.3,1.35,0.75,42.65,20.45,22929,20.1,25.2,0.483,37.5,25.4,12.5,22.8,1.55,10.65,27.1,0.47653599999999996,39.7,5.0,5.0,0.15,58.1,0.507,0.207,0.359,0.139,571.2,168.1,0.184,0.12300000000000001,541.12,10.96,88.2,9.184444444444447,0
"Bullock County, Alabama",25.3,74.7,12.0,3.7,69.55,20651.69397,22.05,72.45,0.15,0.25,0.35,4.7,54.35,24.25,10915,51.6,28.8,0.5329999999999999,50.85,19.05,15.45,23.55,5.15,7.75,29.05,0.57575025,38.7,4.2,4.436363636363637,0.14,85.1,0.654,0.37799999999999995,0.42100000000000004,0.175,1403.9,409.1,0.157,0.134,333.96,8.596923076923074,102.5,9.184444444444447,1
"Dale County, Alabama",17.8,82.2,17.5,5.6,67.75,25547.520315,71.45,19.55,0.55,1.2,2.4,4.85,16.9,10.85,49242,37.0,14.5,0.424,19.05,26.7,17.4,23.4,0.7,16.05,15.65,0.551833,35.8,4.9,3.9,0.09,50.5,0.316,0.212,0.353,0.139,577.5,317.3,0.156,0.073,417.94,5.77,68.0,6.9,0
"Santa Cruz County, Arizona",29.1,70.9,17.3,5.8,80.15,21142.647935,17.35,0.15,0.35,0.4,0.45,81.35,33.05,16.15,44985,17.4,23.65,0.474,33.55,24.35,18.8,34.95,1.1,7.65,13.25,0.69193525,35.2,2.8,2.9,0.08,56.5,0.33799999999999997,0.17300000000000001,0.201,0.064,400.6,86.7,0.262,0.172,157.53,3.49,49.5,5.1,1
"McDowell County, North Carolina",21.0,79.0,14.0,4.5,76.25,24173.06,89.1,3.6,0.4,1.05,1.0,4.9,33.5,12.9,44291,37.6,16.55,0.42200000000000004,24.15,27.4,18.0,19.9,1.2,10.5,23.0,0.79780425,41.0,6.2,4.5,0.09,59.6,0.34299999999999997,0.231,0.33799999999999997,0.134,170.7,91.4,0.172,0.111,137.39,5.81,74.9,7.3,0
"Orange County, North Carolina",10.1,89.9,54.4,29.1,82.95,25630.969525,71.9,12.6,0.35,6.25,2.0,7.0,16.6,7.1,129152,57.6,16.2,0.521,14.85,51.35,16.15,20.2,0.4,6.65,5.25,0.5420555,33.3,2.8,3.1,0.08,11.0,0.265,0.11599999999999999,0.20800000000000002,0.067,405.1,247.5,0.16399999999999998,0.062,180.74,4.05,44.8,8.0,1
"Renville County, North Dakota",11.9,88.1,20.3,4.0,64.6,25145.12603,97.3,0.05,1.15,0.1,0.75,0.7,3.15,9.9,2380,18.0,6.85,0.385,5.05,33.5,16.65,20.15,1.95,15.65,12.1,0.94696775,45.8,2.575999999999999,2.4599999999999995,0.06600000000000003,31.511904761904766,0.129,0.242,0.275,0.08900000000000001,241.0,157.15072867083228,0.10800000000000001,0.026000000000000002,27.74,157.150728670832,86.31666666666668,6.74,0
"Walsh County, North Dakota",18.6,81.4,15.8,4.5,70.35,26265.729205,88.3,0.15,1.7,0.25,0.6,8.95,11.4,13.9,11085,25.8,10.2,0.419,11.35,31.05,16.8,19.0,6.3,10.0,16.8,0.78803275,45.0,3.0,2.5,0.06,41.7,0.233,0.156,0.332,0.094,163.2,157.15072867083228,0.134,0.053,105.31,157.150728670832,65.5,6.74,0
"Cedar County, Nebraska",10.5,89.5,15.1,4.0,83.5,23354.115555,98.05,0.05,0.2,0.1,0.6,1.0,10.15,14.2,8717,43.3,10.3,0.434,10.05,33.2,14.9,21.3,5.2,10.25,15.15,0.9615215,43.3,2.2,1.7,0.03,12.7,0.158,0.122,0.281,0.09300000000000001,45.8,77.56666666666666,0.14400000000000002,0.027000000000000003,30.66,3.2074999999999996,60.6,6.409090909090909,0
"Dodge County, Nebraska",15.2,84.8,17.3,5.3,77.3,24427.09619,89.2,0.5,0.3,0.55,1.0,8.45,23.95,7.9,36232,39.6,12.6,0.409,17.6,25.6,16.15,27.2,1.45,9.85,19.85,0.8029685000000001,40.1,3.2,2.9,0.06,38.0,0.28800000000000003,0.204,0.298,0.08900000000000001,212.1,49.1,0.145,0.042,140.66,3.2074999999999996,59.0,6.3,0
"Howard County, Nebraska",9.1,90.9,13.9,4.2,83.6,25070.577145,96.95,0.3,0.2,0.2,0.65,1.65,14.25,10.9,6366,48.5,11.3,0.391,15.05,29.9,13.1,24.3,3.3,11.05,18.35,0.94026175,42.6,3.0,2.5,0.05,18.5,0.16899999999999998,0.131,0.315,0.092,141.9,77.56666666666666,0.134,0.033,92.80028985507245,3.2074999999999996,73.0,6.409090909090909,0
"Sherman County, Nebraska",12.3,87.7,15.7,4.0,74.95,23116.852065,97.8,0.05,0.05,0.15,0.55,1.45,8.9,17.6,3057,51.5,14.05,0.40700000000000003,17.55,29.7,14.65,22.3,4.1,12.1,17.1,0.95672725,47.2,2.4,1.9,0.0657627118644068,21.0,0.16,0.175,0.336,0.09,129.3,77.56666666666666,0.162,0.032,32.25,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Merrimack County, New Hampshire",8.7,91.3,32.7,12.7,78.8,32595.2473,94.75,0.9,0.2,1.45,1.2,1.5,10.8,7.2,147300,51.8,7.9,0.41700000000000004,10.45,39.3,14.3,24.7,0.55,10.0,11.15,0.8984205,40.4,2.9,3.2,0.06,16.5,0.281,0.153,0.264,0.08199999999999999,207.4,113.2,0.12,0.049,147.66,1.86,52.6,6.0,1
"Cibola County, New Mexico",23.6,76.4,11.5,4.4,74.4,21156.80762,22.5,0.6,40.4,0.4,1.05,35.0,35.7,13.9,27166,47.9,23.25,0.42700000000000005,31.4,23.55,27.35,22.1,0.4,14.6,12.05,0.33650325,36.0,4.1,4.0,0.09,80.5,0.485,0.18600000000000003,0.312,0.11699999999999999,607.4,225.6,0.257,0.062,636.85,8.94,109.7,6.8,1
"Lea County, New Mexico",27.3,72.7,12.9,4.6,69.2,26596.201905,44.45,4.35,0.65,0.25,1.1,49.15,26.65,10.45,61392,30.1,17.5,0.43200000000000005,23.8,24.2,16.8,23.1,1.25,18.4,16.25,0.44121425,31.6,4.0,2.9,0.09,91.1,0.35200000000000004,0.212,0.32799999999999996,0.084,671.0,52.8,0.239,0.043,470.64,10.97,91.2,6.8,0
"Otero County, New Mexico",15.0,85.0,17.7,6.9,69.25,21109.5673,52.6,3.8,5.7,1.25,2.0,34.6,31.55,13.45,63501,38.2,19.45,0.418,26.65,27.2,22.75,25.6,0.85,14.5,9.1,0.40164125,36.5,3.9,3.1,0.09,59.9,0.36700000000000005,0.24,0.245,0.098,429.2,87.8,0.25,0.061,377.66,7.3,82.3,7.7,0
"Ontario County, New York",8.5,91.5,31.0,12.6,80.2,29663.663810000002,92.15,2.05,0.15,1.0,1.45,3.15,13.75,6.2,106068,47.8,8.35,0.43,11.0,38.25,16.05,23.6,0.85,9.05,12.25,0.85088725,41.6,2.4,3.4,0.07,18.6,0.278,0.145,0.28,0.09,250.6,95.9,0.095,0.075,129.8,2.03,46.5,5.7,0
"Oswego County, New York",13.7,86.3,15.7,6.1,80.65,25264.141585,95.35,0.8,0.35,0.65,1.05,1.85,28.25,8.25,121848,39.6,15.3,0.42,20.5,26.8,17.8,25.0,0.55,12.95,16.9,0.90973325,38.0,3.9,3.5,0.07,28.6,0.35100000000000003,0.297,0.33899999999999997,0.10099999999999999,175.1,84.5,0.109,0.106,149.89,1.98,49.6,7.1,0
"Belmont County, Ohio",13.2,86.8,14.1,4.3,73.0,23038.70095,93.55,3.95,0.1,0.4,1.4,0.55,28.3,9.75,69386,42.4,15.3,0.41600000000000004,23.8,25.9,21.1,24.95,0.4,13.95,13.75,0.87696375,43.1,4.9,5.6,0.08,39.2,0.311,0.21600000000000003,0.311,0.122,256.6,60.7,0.146,0.07400000000000001,70.52,2.03,60.2,6.6,0
"Champaign County, Ohio",11.6,88.4,15.3,4.6,75.95,27142.782855,94.3,2.2,0.2,0.35,1.9,1.05,23.65,5.9,39823,28.5,12.25,0.419,17.65,25.9,16.0,21.15,0.95,8.7,27.3,0.8902205,38.8,4.0,3.7,0.08,38.3,0.299,0.191,0.33399999999999996,0.106,155.8,56.7,0.136,0.071,103.78,4.021590909090908,72.2,5.9,0
"Choctaw County, Oklahoma",23.5,76.5,11.5,2.6,74.95,18392.567935,65.45,10.6,12.5,0.15,8.7,2.55,38.35,15.9,15096,48.4,25.2,0.47,33.55,25.35,21.15,19.45,2.15,13.9,18.1,0.46345275,40.5,4.0,2.8,0.09,94.3,0.414,0.271,0.34299999999999997,0.14800000000000002,439.3,99.0,0.235,0.066,189.62,11.27,111.9,12.7,0
"Madison County, Virginia",19.6,80.4,20.7,8.5,70.85,30954.296510000004,85.5,10.05,0.4,0.3,1.7,2.1,30.8,11.6,13439,42.2,12.75,0.38299999999999995,18.85,34.25,15.4,19.75,3.65,15.0,12.0,0.74188025,43.3,3.572380952380952,5.5,0.08,33.1,0.297,0.312,0.33,0.107,167.1,106.1,0.18600000000000003,0.047,105.93,7.016346153846154,73.4,8.283673469387756,0
"Richmond County, Virginia",25.4,74.6,9.8,2.8,69.8,25681.305395,62.5,31.2,0.5,0.3,1.05,4.4,7.25,17.5,9162,57.2,10.55,0.445,9.8,20.25,18.75,31.2,4.3,11.3,14.2,0.49004925,42.7,4.0,4.3,0.1,44.0,0.342,0.24600000000000002,0.312,0.11800000000000001,498.9,446.5,0.185,0.087,104.18,7.016346153846154,75.0,8.283673469387756,0
"York County, Virginia",5.5,94.5,41.5,18.1,80.7,37924.398414999996,74.8,13.4,0.2,4.4,2.8,4.3,5.3,6.0,63366,52.7,3.7,0.389,4.05,50.3,13.1,22.2,0.1,7.45,6.9,0.582033,39.3,2.8,2.5,0.07,11.7,0.212,0.075,0.282,0.09300000000000001,297.9,94.1,0.099,0.051,125.59,7.016346153846154,31.8,8.283673469387756,0
"Buena Vista city, Virginia",27.2,72.8,16.5,6.8,73.65,23668.84603,90.65,5.4,0.7,0.2,1.55,1.5,38.05,5.95,6467,84.2,20.15,0.39799999999999996,28.95,26.55,16.85,21.35,2.2,8.8,24.25,0.8251765,38.5,3.572380952380952,3.496703296703298,0.06,23.6,0.409,0.2152857142857143,0.29100000000000004,0.10099999999999999,316.5,241.94880000000006,0.16699999999999998,0.073,138.27,7.016346153846154,68.69531250000001,8.283673469387756,0
