County,Less_Than_High_School_Diploma,At_Least_High_School_Diploma,At_Least_Bachelors's_Degree,Graduate_Degree,School_Enrollment,Median_Earnings_2010,White_Not_Latino_Population,African_American_Population,Native_American_Population,Asian_American_Population,Other_Race_or_Races,Latino_Population,Children_Under_6_Living_in_Poverty,Adults_65_and_Older_Living_in_Poverty,Total_Population,Preschool_Enrollment_Ratio_enrolled_ages_3_and_4,Poverty_Rate_below_federal_poverty_threshold,Gini_Coefficient,Child_Poverty_living_in_families_below_the_poverty_line,Management_professional_and_related_occupations,Service_occupations,Sales_and_office_occupations,Farming_fishing_and_forestry_occupations,Construction_extraction_maintenance_and_repair_occupations,Production_transportation_and_material_moving_occupations,SIRE_homogeneity,median_age,Poor_physical_health_days,Poor_mental_health_days,Low_birthweight,Teen_births,Children_in_single_parent_households,Adult_smoking,Adult_obesity,Diabetes,Sexually_transmitted_infections,HIV_prevalence_rate,Uninsured,Unemployment,Violent_crime,Homicide_rate,Injury_deaths,Infant_mortality,Result_2016
"Edwards County, Texas",32.3,67.7,22.1,5.0,60.2,19823.95143,48.25,0.25,0.25,0.05,0.1,51.05,20.6,14.05,1955,39.7,23.05,0.626,36.8,32.35,12.0,21.8,3.7,20.3,9.9,0.49343025,42.6,3.7,2.5,0.0859734513274335,72.9,0.414,0.2174653465346534,0.28800000000000003,0.11699999999999999,457.8,160.46444444444452,0.353,0.068,250.84,5.430449438202247,75.16502463054191,7.11444444444444,0
"Garza County, Texas",37.1,62.9,8.6,1.6,70.2,19212.89651,41.45,4.05,0.3,0.15,0.5,53.5,30.1,7.3,5602,49.8,23.5,0.47700000000000004,33.65,30.6,15.95,22.35,0.95,16.25,13.9,0.45971175,35.6,4.0365079365079355,3.639361702127661,0.11,84.9,0.317,0.2174653465346534,0.32899999999999996,0.092,243.8,204.4,0.228,0.061,56.6,5.430449438202247,64.4,7.11444444444444,0
"Hidalgo County, Texas",39.8,60.2,15.1,4.4,76.8,17032.88476,8.35,0.45,0.1,0.85,0.3,90.0,48.4,25.3,738733,38.6,35.2,0.491,46.2,26.25,23.35,26.0,1.85,11.8,10.7,0.81707475,28.1,4.5,3.5,0.08,83.0,0.32799999999999996,0.12,0.311,0.096,420.4,151.3,0.389,0.11,337.58,4.63,31.4,4.7,1
"Jones County, Texas",30.4,69.6,9.3,2.5,64.9,23343.740635,62.05,12.1,0.25,0.45,1.15,24.0,29.35,7.75,19712,32.3,12.7,0.41200000000000003,16.85,26.4,20.8,20.35,2.15,15.95,14.35,0.45742,38.2,4.0365079365079355,3.639361702127661,0.08,68.8,0.251,0.2174653465346534,0.311,0.099,193.6,954.4,0.264,0.063,315.61,5.430449438202247,61.5,7.11444444444444,0
"Refugio County, Texas",27.3,72.7,11.2,3.9,71.65,18723.358415,45.5,6.25,0.35,0.25,0.9,46.65,23.55,14.4,7373,9.1,15.25,0.42100000000000004,22.0,25.5,23.65,24.75,1.85,14.25,10.05,0.42865299999999995,43.2,4.0365079365079355,3.639361702127661,0.08,64.7,0.32799999999999996,0.2174653465346534,0.299,0.11699999999999999,342.9,160.46444444444452,0.225,0.046,188.95,5.430449438202247,64.5,7.11444444444444,0
"Sabine County, Texas",22.5,77.5,12.2,3.7,75.2,25508.204125,87.2,8.5,0.3,0.15,0.95,2.9,38.75,13.4,10505,36.0,17.0,0.429,24.2,25.2,20.3,16.6,3.7,16.25,17.95,0.7685515,49.7,5.5,3.639361702127661,0.07,66.1,0.382,0.2174653465346534,0.32,0.134,260.7,102.0,0.24100000000000002,0.153,207.87,5.430449438202247,125.8,7.11444444444444,0
"San Saba County, Texas",18.6,81.4,18.1,4.7,67.35,21766.78476,69.3,2.15,0.95,0.1,1.1,26.5,63.65,15.95,6017,31.4,24.0,0.47100000000000003,46.9,27.7,16.35,19.75,3.9,10.15,22.2,0.5511484999999999,40.2,4.0365079365079355,3.639361702127661,0.07,57.8,0.449,0.2174653465346534,0.299,0.107,315.5,160.46444444444452,0.302,0.078,191.84,5.430449438202247,109.7,7.11444444444444,0
"Waller County, Texas",20.5,79.5,19.6,5.0,73.55,23777.53365,46.55,25.0,0.25,0.5,1.2,26.5,32.95,12.25,39378,45.9,20.45,0.447,28.35,28.3,17.35,21.85,1.75,13.65,17.15,0.3495905,32.3,4.0365079365079355,3.639361702127661,0.08,35.8,0.32299999999999995,0.2174653465346534,0.32299999999999995,0.098,372.6,162.7,0.301,0.07,248.13,8.27,73.6,6.3,0
"Ward County, Texas",29.6,70.4,10.0,2.8,72.55,26779.658730000003,46.35,4.05,0.4,0.2,1.9,47.1,26.4,16.7,10477,24.5,15.8,0.431,18.45,22.85,21.0,21.25,0.2,20.15,14.55,0.4386945,36.5,4.0365079365079355,3.639361702127661,0.11,81.4,0.451,0.2174653465346534,0.3,0.09699999999999999,410.6,69.8,0.268,0.045,430.28,5.430449438202247,72.3,7.11444444444444,0
"Washington County, Texas",20.8,79.2,25.8,8.2,78.9,24511.143809999998,67.35,17.6,0.2,1.35,0.75,12.85,24.6,10.05,32935,33.4,16.5,0.512,22.5,30.4,18.25,25.25,2.5,9.45,14.1,0.501333,40.8,1.6,1.6,0.08,41.3,0.40700000000000003,0.2174653465346534,0.28600000000000003,0.107,426.1,92.9,0.23399999999999999,0.051,309.04,5.430449438202247,71.7,7.11444444444444,0
"Wilson County, Texas",15.5,84.5,18.2,4.8,77.35,29663.81397,58.55,1.9,0.2,0.25,1.15,38.0,11.3,10.55,40975,40.2,9.2,0.39,11.95,33.85,14.25,24.65,1.0,14.1,12.2,0.48771375,39.2,2.9,2.8,0.09,34.7,0.214,0.11699999999999999,0.276,0.098,253.5,53.0,0.21,0.059000000000000004,125.64,3.56,61.1,7.8,0
"Cache County, Utah",7.6,92.4,35.1,12.2,76.55,18549.43524,86.25,0.55,0.6,1.9,1.4,9.35,15.7,8.15,111001,32.8,15.1,0.423,13.25,33.95,16.35,25.35,0.85,7.85,15.7,0.75327175,25.2,3.1,2.5,0.06,21.5,0.147,0.046,0.235,0.06,185.7,40.8,0.158,0.044000000000000004,62.85,1.784,39.7,3.7,0
"Washington County, Utah",9.3,90.7,24.0,8.0,72.25,24076.215875,86.75,0.55,1.1,0.8,2.1,8.75,14.3,5.25,134186,33.2,10.55,0.408,13.9,30.8,17.25,26.85,0.35,13.6,11.15,0.76086875,31.8,3.1,2.8,0.06,32.3,0.203,0.078,0.23800000000000002,0.076,177.9,32.2,0.212,0.07,128.86,1.45,64.5,5.0,0
"Culpeper County, Virginia",17.4,82.6,21.6,8.0,73.25,33178.78603,72.5,15.55,0.25,1.35,2.3,8.1,4.9,6.85,45806,39.7,6.7,0.389,7.75,34.2,17.0,24.2,0.75,13.75,10.15,0.55708375,37.1,3.2,3.8,0.08,38.3,0.275,0.151,0.33,0.1,353.9,170.5,0.17,0.064,203.03,7.016346153846154,58.6,6.6,0
"Cleveland County, Oklahoma",9.6,90.4,31.2,11.5,77.35,26139.784125,76.95,4.15,3.85,3.55,5.05,6.4,14.7,5.65,245805,39.1,12.0,0.43,12.25,37.6,16.55,27.55,0.1,8.85,9.3,0.60324125,32.5,3.7,3.9,0.07,23.5,0.27,0.209,0.293,0.09,249.5,142.2,0.179,0.044000000000000004,350.08,2.13,54.7,6.3,0
"Nottoway County, Virginia",27.2,72.8,11.6,5.8,69.05,27318.051744999997,55.7,38.85,0.8,0.2,1.1,3.4,25.9,16.1,15821,42.4,17.45,0.44299999999999995,25.3,22.1,22.75,24.25,2.4,17.4,11.1,0.46252625,41.9,4.6,3.6,0.11,49.9,0.401,0.204,0.361,0.11699999999999999,530.3,390.5,0.18600000000000003,0.07200000000000001,190.13,7.016346153846154,64.5,8.283673469387756,0
"Pittsylvania County, Virginia",24.0,76.0,12.8,4.0,76.65,25759.606030000003,74.1,22.45,0.1,0.3,1.0,2.05,24.45,15.85,62331,50.4,15.05,0.41700000000000004,21.1,22.95,15.75,23.95,2.4,12.35,22.6,0.6000115,43.4,3.8,4.0,0.09,34.5,0.308,0.22899999999999998,0.309,0.126,367.6,120.7,0.174,0.073,89.92,4.77,81.1,9.4,0
"Franklin city, Virginia",23.9,76.1,19.0,7.1,67.25,22613.067935,41.25,55.1,0.2,0.6,1.75,1.0,38.7,16.35,8655,52.2,22.3,0.475,37.65,29.55,23.1,21.95,2.0,9.9,13.55,0.4742035,39.7,2.2,3.0,0.13,59.4,0.49,0.16399999999999998,0.34,0.12300000000000001,1280.9,460.4,0.159,0.102,396.24,7.016346153846154,79.6,8.283673469387756,1
"Norfolk city, Virginia",16.1,83.9,23.7,9.7,62.7,24864.25651,45.1,42.7,0.4,3.15,2.9,5.75,27.3,11.8,239437,50.3,16.75,0.466,26.15,30.9,19.7,26.4,0.3,11.3,11.45,0.3908855,29.5,3.7,3.6,0.11,52.3,0.513,0.261,0.35200000000000004,0.09699999999999999,1358.0,1039.0,0.177,0.079,627.83,15.11,57.5,11.3,1
"Norton city, Virginia",22.4,77.6,20.6,7.6,71.65,24951.19365,90.05,5.65,0.05,1.05,2.3,0.85,57.95,21.5,3823,38.4,23.85,0.539,29.0,24.0,17.85,30.3,0.0,12.35,15.55,0.81480425,40.4,3.572380952380952,3.496703296703298,0.09,47.5,0.495,0.2152857142857143,0.28300000000000003,0.099,222.0,241.94880000000006,0.11800000000000001,0.067,128.64,7.016346153846154,68.69531250000001,8.283673469387756,0
"Addison County, Vermont",10.2,89.8,32.6,13.8,79.9,26488.13365,94.85,0.7,0.25,1.2,1.35,1.65,12.4,7.0,36740,39.0,11.35,0.40399999999999997,11.45,38.75,16.0,19.75,2.95,11.5,11.05,0.9003059999999999,40.4,2.9,3.2,0.06,10.9,0.316,0.145,0.22899999999999998,0.07200000000000001,163.3,62.2,0.085,0.046,83.39,1.98,63.0,5.92,1
"Lewis County, Washington",15.1,84.9,15.0,5.8,73.45,26023.88857,87.0,0.5,1.05,0.75,2.65,8.1,24.75,8.75,74457,33.1,13.35,0.405,18.7,26.95,17.75,22.7,3.4,11.85,17.3,0.76435475,41.1,4.0,3.4,0.06,43.8,0.275,0.201,0.324,0.106,295.1,46.8,0.183,0.124,231.64,3.49,83.3,4.3,0
"Walla Walla County, Washington",13.4,86.6,24.2,10.0,80.95,22105.4673,75.2,1.55,0.8,1.4,2.1,18.95,29.6,9.45,58288,36.3,18.15,0.442,25.9,34.35,22.25,22.2,4.9,6.4,9.9,0.6023555,36.9,3.3,2.8,0.06,32.8,0.282,0.129,0.276,0.09,339.0,57.3,0.184,0.07200000000000001,257.77,3.4928571428571424,79.9,6.1,0
"Richland County, Wisconsin",13.4,86.6,14.4,5.7,71.9,25160.23238,96.5,0.25,0.25,0.4,0.9,1.65,20.85,7.7,18006,32.1,11.35,0.384,18.35,23.75,17.8,20.15,4.05,10.85,23.3,0.93160675,42.6,3.5,2.847826086956522,0.05,22.2,0.23199999999999998,0.163,0.316,0.11599999999999999,144.6,32.8,0.11199999999999999,0.06,35.12,2.7723076923076926,69.2,5.803225806451612,0
"Boone County, West Virginia",28.5,71.5,8.2,3.3,70.85,30875.561905000002,97.95,0.9,0.05,0.05,0.45,0.6,32.4,12.2,24814,20.6,19.2,0.44,25.9,27.8,15.65,20.15,0.2,21.4,14.75,0.959558,40.9,6.6,5.5,0.1,69.4,0.273,0.297,0.335,0.13699999999999998,114.5,69.4,0.162,0.109,273.58,6.242777777777778,136.7,9.6,0
"Grant County, West Virginia",20.6,79.4,11.5,4.4,72.8,24088.759685,97.4,0.6,0.1,0.1,0.9,0.9,27.8,15.4,11863,38.0,14.1,0.395,16.25,22.5,15.75,20.15,1.55,15.25,24.8,0.948876,42.8,3.9,5.3,0.08,54.0,0.222,0.165,0.33399999999999996,0.156,100.9,49.9,0.19399999999999998,0.10800000000000001,226.03,6.242777777777778,65.3,8.41,0
"Natrona County, Wyoming",8.1,91.9,20.9,7.0,73.65,28469.38603,89.25,0.8,0.75,0.6,2.05,6.45,14.05,8.85,73633,49.0,9.0,0.447,11.3,29.2,16.3,27.25,0.4,14.5,12.35,0.801293,37.0,3.3,3.6,0.08,48.9,0.305,0.262,0.272,0.076,531.7,34.8,0.16,0.049,219.12,3.16,89.8,6.0,0
"Tulsa County, Oklahoma",12.0,88.0,28.8,9.2,74.35,27707.418094999997,67.05,10.55,4.75,2.1,5.25,10.25,27.3,7.9,594411,48.7,14.95,0.478,22.55,34.95,16.0,27.4,0.1,9.85,11.7,0.47666025,35.3,3.9,4.0,0.09,54.3,0.358,0.22699999999999998,0.302,0.10300000000000001,493.3,239.3,0.214,0.055,780.21,9.56,83.9,8.0,0
"Curry County, Oregon",8.4,91.6,18.5,6.1,71.7,21616.790475,89.3,0.25,2.0,0.5,2.95,5.05,19.9,8.5,21958,36.1,13.8,0.447,17.85,23.1,24.5,28.25,3.0,11.8,9.3,0.80130075,52.3,4.0,3.3,0.06,30.6,0.33399999999999996,0.213,0.29100000000000004,0.113,147.2,47.1,0.19,0.11599999999999999,133.67,3.555333333333333,120.4,6.238888888888889,0
"Juniata County, Pennsylvania",19.9,80.1,10.8,3.6,69.95,26114.17651,96.0,0.4,0.1,0.3,0.85,2.3,10.75,7.65,23871,38.7,8.55,0.389,10.4,23.3,13.8,21.1,2.3,14.65,24.85,0.92222725,40.2,2.5,2.5,0.05,24.5,0.192,0.16399999999999998,0.308,0.114,209.0,78.6,0.14400000000000002,0.073,96.43,3.4972499999999997,80.4,7.051020408163265,0
"Lancaster County, Pennsylvania",17.7,82.3,23.3,7.8,73.05,29465.829525,85.95,3.0,0.1,1.75,1.3,7.9,15.25,6.8,509181,37.2,9.35,0.415,13.05,30.8,14.3,24.95,1.1,10.45,18.45,0.7463575,37.7,2.9,3.2,0.07,27.1,0.218,0.16399999999999998,0.28300000000000003,0.095,228.0,173.0,0.142,0.066,176.39,2.66,51.5,7.5,0
"Lebanon County, Pennsylvania",15.6,84.4,18.3,6.1,74.0,29221.509205000002,88.25,1.55,0.1,1.0,0.95,8.15,16.4,7.25,130725,38.7,8.5,0.402,12.35,28.25,17.6,25.1,0.6,9.3,19.15,0.78588,40.6,3.2,3.1,0.08,33.5,0.282,0.184,0.32,0.11199999999999999,264.3,100.7,0.111,0.064,176.27,2.53,51.8,6.9,0
"Monroe County, Pennsylvania",11.3,88.7,23.8,7.9,82.2,28527.443489999998,72.35,11.0,0.15,2.0,2.15,12.35,14.4,6.45,166883,44.5,9.85,0.4,12.6,31.9,18.1,26.3,0.1,10.7,12.85,0.551669,39.3,3.3,3.9,0.09,17.0,0.315,0.235,0.282,0.09699999999999999,214.9,173.4,0.14400000000000002,0.098,313.88,3.36,63.5,7.1,1
"Warren County, Pennsylvania",11.1,88.9,16.9,5.5,74.25,25219.897780000003,97.8,0.3,0.2,0.4,0.65,0.65,23.2,7.8,41420,40.9,12.35,0.40700000000000003,20.3,26.6,17.75,22.75,1.0,10.0,21.85,0.9565975,44.2,3.6,3.4,0.07,26.9,0.27699999999999997,0.26899999999999996,0.312,0.12,195.5,67.3,0.127,0.067,309.01,3.74,74.0,8.2,0
"Chester County, South Carolina",25.7,74.3,11.2,3.0,72.6,26153.939365000002,59.0,37.4,0.45,0.25,1.6,1.3,42.0,18.8,32903,58.8,21.0,0.449,30.45,20.5,15.35,23.35,0.2,12.0,28.6,0.48842749999999996,39.3,4.0,5.8,0.11,69.8,0.57,0.231,0.335,0.136,729.1,248.1,0.182,0.138,983.85,10.72,87.2,9.9,0
"Hickman County, Tennessee",25.5,74.5,10.6,3.8,72.25,23947.414605,92.2,4.5,0.4,0.15,1.3,1.5,18.55,14.5,24180,33.3,16.9,0.39899999999999997,21.25,22.15,18.2,21.9,1.05,17.15,19.45,0.85252125,39.5,6.6,5.0,0.09,61.9,0.29100000000000004,0.377,0.337,0.12,200.8,73.6,0.18600000000000003,0.092,228.02,6.163703703703704,80.0,13.6,0
"St. Clair County, Missouri",17.1,82.9,14.1,5.4,71.35,21851.285395,95.65,0.3,0.5,0.1,2.6,0.9,18.1,17.8,9592,22.5,16.6,0.41,18.25,31.2,15.0,23.25,2.2,14.05,14.3,0.91568425,47.6,6.7,4.035164835164835,0.08,47.9,0.304,0.2541553398058252,0.336,0.121,207.4,107.50374999999997,0.201,0.08,166.25,6.0865625,118.9,8.073809523809523,0
"George County, Mississippi",16.4,83.6,11.0,3.7,73.15,29162.191745,87.7,9.0,0.2,0.2,0.75,2.25,18.95,11.75,22252,45.1,13.5,0.4,17.8,27.7,9.25,20.95,2.4,20.2,19.45,0.7777995,35.4,4.6,4.3,0.1,90.1,0.32299999999999995,0.233,0.374,0.107,270.9,75.9,0.218,0.105,99.17,11.9,123.4,8.1,0
"Jefferson Davis County, Mississippi",26.7,73.3,11.9,3.1,72.4,21749.43651,39.8,58.0,0.15,1.2,0.4,0.5,55.1,13.3,12604,34.6,27.6,0.466,41.5,21.7,17.6,24.4,1.9,14.35,20.1,0.49499125,39.7,4.1,5.2,0.15,69.8,0.61,0.275,0.369,0.141,1039.8,354.1,0.23399999999999999,0.115,249.19229166666662,25.8,124.7,11.253571428571432,1
"Noxubee County, Mississippi",34.0,66.0,13.1,4.2,74.65,18345.867935,27.45,70.65,0.1,0.1,1.2,0.5,53.0,23.9,11679,59.5,33.95,0.48700000000000004,49.95,20.1,17.15,14.95,2.6,11.5,33.75,0.5746635,37.0,5.3,3.5,0.13,80.2,0.627,0.136,0.436,0.168,1092.4,244.6,0.264,0.153,249.19229166666662,16.91,69.8,18.0,1
"Tishomingo County, Mississippi",24.3,75.7,10.7,3.6,73.35,22090.684445,93.0,2.95,0.2,0.15,0.6,3.0,34.85,16.95,19326,21.8,21.3,0.442,28.3,23.15,13.15,20.0,0.8,12.85,30.1,0.8667125,42.1,4.8,5.1,0.1,54.7,0.293,0.20199999999999999,0.297,0.121,214.3,272.059493670886,0.22899999999999998,0.106,249.19229166666662,11.990499999999995,114.7,11.253571428571432,0
"Missoula County, Montana",7.4,92.6,38.4,14.1,74.9,21235.871430000003,91.15,0.5,2.3,1.1,2.35,2.55,17.25,8.6,107468,35.2,17.75,0.47,15.75,35.1,19.9,27.1,0.75,8.3,8.8,0.83270975,33.9,3.4,3.5,0.07,20.2,0.287,0.17300000000000001,0.205,0.048,346.8,56.5,0.215,0.059000000000000004,269.39,2.43,70.9,4.8,1
"Clatsop County, Oregon",8.9,91.1,21.6,8.4,76.25,21647.6127,87.85,0.5,0.6,1.1,3.0,6.95,27.55,7.15,36983,48.5,12.7,0.44299999999999995,18.9,25.2,24.6,25.15,3.45,9.4,12.2,0.7776744999999999,42.7,3.8,3.3,0.06,30.1,0.37799999999999995,0.183,0.26,0.098,344.5,73.2,0.19699999999999998,0.077,136.59,3.555333333333333,79.2,7.9,1
"Klamath County, Oregon",13.5,86.5,18.1,6.5,74.15,22953.33651,81.85,0.5,3.25,0.9,3.6,9.9,24.8,9.25,66275,38.4,17.1,0.44,22.55,28.25,20.15,23.7,2.95,11.05,13.85,0.6822015,41.4,4.8,3.7,0.08,48.1,0.35200000000000004,0.226,0.272,0.09300000000000001,300.2,48.9,0.21100000000000002,0.11699999999999999,248.04,6.26,87.5,7.8,0
"Armstrong County, Pennsylvania",12.3,87.7,13.9,4.0,74.95,26004.733335,97.7,0.85,0.1,0.2,0.65,0.55,22.95,8.35,68873,39.2,11.65,0.40399999999999997,17.4,26.0,17.8,22.0,0.7,13.45,19.95,0.95467875,43.8,3.3,3.7,0.08,28.1,0.303,0.23800000000000002,0.309,0.109,186.7,47.8,0.121,0.085,129.96,2.25,66.5,6.8,0
"Schuylkill County, Pennsylvania",16.4,83.6,13.6,5.1,74.7,27057.98349,93.7,2.5,0.05,0.55,0.8,2.4,19.65,10.5,147579,42.2,11.95,0.41,16.75,26.9,16.1,22.75,0.7,11.2,22.45,0.8792645,42.6,3.5,3.6,0.08,32.6,0.318,0.24600000000000002,0.33,0.107,145.7,102.5,0.12300000000000001,0.094,204.09,2.51,77.9,5.7,0
"Campbell County, South Dakota",14.0,86.0,16.9,2.0,81.55,25731.308569999997,98.3,0.05,0.2,0.15,0.2,1.1,3.9,12.25,1458,0.0,9.0,0.396,15.0,42.6,16.45,14.7,2.75,10.1,13.4,0.9664205,47.8,2.8,2.548000000000001,0.06704545454545453,39.69230769230767,0.21600000000000003,0.141,0.317,0.09699999999999999,425.5360000000001,157.15072867083228,0.138,0.04,0.0,2.26,88.66060606060607,8.725000000000001,0
"Bedford County, Tennessee",25.8,74.2,12.8,3.5,69.75,22908.62476,77.75,7.1,0.2,0.6,1.85,12.45,33.25,14.2,44674,24.4,20.45,0.457,28.75,22.25,11.25,22.8,1.2,15.25,27.3,0.62542975,35.9,5.2,3.7,0.09,63.8,0.341,0.252,0.36,0.122,391.1,78.9,0.20600000000000002,0.08900000000000001,372.99,5.28,82.0,9.9,0
"Cheatham County, Tennessee",18.4,81.6,17.9,4.9,76.25,30170.9473,94.05,1.85,0.25,0.45,1.2,2.2,8.95,12.7,39073,38.3,9.7,0.39399999999999996,10.75,31.3,13.75,27.6,0.4,14.65,12.25,0.8855370000000001,38.9,3.7,3.3,0.09,37.8,0.27399999999999997,0.305,0.297,0.1,209.8,197.9,0.153,0.07200000000000001,324.15,7.44,102.0,8.678431372549017,0
"Knox County, Kentucky",37.2,62.8,8.5,5.5,71.9,19447.725715,96.65,1.4,0.15,0.15,0.7,0.85,51.65,26.3,32104,29.5,36.65,0.507,48.45,21.3,19.05,27.4,0.45,13.3,18.45,0.934444,38.5,7.4,6.1,0.09,78.8,0.34,0.297,0.33299999999999996,0.142,326.1,36.9,0.172,0.113,99.01,5.38138888888889,119.0,10.0,0
"Breckinridge County, Kentucky",23.9,76.1,7.8,2.8,76.85,21256.437145,95.15,2.25,0.4,0.15,1.15,0.95,27.1,14.95,19558,31.8,19.4,0.419,27.75,24.6,15.1,19.95,1.85,17.3,21.2,0.90609925,42.0,4.3,5.2,0.08,45.3,0.22,0.306,0.33799999999999997,0.136,103.7,86.57528089887639,0.204,0.083,55.49,5.38138888888889,99.5,7.602857142857143,0
"Owen County, Kentucky",18.7,81.3,18.6,8.0,74.35,28727.276825,95.85,1.25,0.05,0.2,0.55,2.1,19.6,14.85,11068,15.8,11.65,0.39,12.6,22.4,16.35,21.5,0.65,16.3,22.75,0.9193540000000001,39.2,4.4,4.1,0.09,61.0,0.305,0.335,0.337,0.127,110.5,86.57528089887639,0.16399999999999998,0.07200000000000001,36.03,5.38138888888889,62.2,7.602857142857143,0
"Trego County, Kansas",11.3,88.7,22.2,6.2,77.45,22580.635555,97.05,0.2,0.2,0.2,0.9,1.4,7.25,11.15,2975,31.3,8.65,0.40700000000000003,4.15,37.45,15.6,19.05,4.25,12.75,10.85,0.94215925,49.8,3.6,3.6,0.070253164556962,29.2,0.081,0.165,0.331,0.10300000000000001,257.3333333333333,84.04166666666669,0.14800000000000002,0.034,135.38,5.603,82.26438356164385,8.010526315789473,0
"Wyandotte County, Kansas",21.4,78.6,15.2,5.2,72.5,25420.62381,45.65,25.35,0.5,2.2,2.1,24.2,33.35,12.4,155629,37.2,20.75,0.431,29.55,22.15,20.6,24.75,0.25,13.15,19.15,0.3321685,33.1,4.1,4.0,0.08,79.2,0.47700000000000004,0.25,0.39299999999999996,0.131,748.9,387.8,0.22699999999999998,0.086,611.83,18.69,75.3,9.7,1
"Linn County, Kansas",13.2,86.8,13.5,3.3,72.7,26869.06889,95.5,0.25,0.35,0.55,1.65,1.65,15.2,11.05,9625,32.3,9.65,0.39,10.75,31.0,12.8,21.8,0.5,17.85,16.15,0.91261825,43.9,3.3,3.3,0.08,38.5,0.268,0.22699999999999998,0.337,0.107,145.7,84.04166666666669,0.159,0.087,290.95,5.603,87.9,8.010526315789473,0
"Harper County, Kansas",14.0,86.0,16.3,5.8,69.55,23021.024125,93.7,0.45,0.8,0.3,1.15,3.55,16.45,8.85,5914,35.7,11.4,0.43700000000000006,15.4,30.6,16.6,20.65,1.9,11.85,18.4,0.87945475,44.6,2.9,1.8,0.06,43.5,0.359,0.22899999999999998,0.28800000000000003,0.115,200.2,84.04166666666669,0.177,0.037000000000000005,153.88,5.603,122.6,8.010526315789473,0
"Spencer County, Kentucky",16.3,83.7,16.6,6.1,75.95,32023.28095,95.25,2.2,0.2,0.35,0.75,1.25,10.45,9.25,16884,41.2,8.85,0.366,11.65,27.95,18.35,20.05,1.0,13.9,18.7,0.907969,38.3,4.0,4.805405405405406,0.08,29.6,0.212,0.321,0.33899999999999997,0.109,143.9,48.7,0.146,0.076,34.36,5.38138888888889,66.4,7.602857142857143,0
"Stanton County, Kansas",29.5,70.5,14.2,3.3,75.7,24212.097145,60.1,0.5,1.25,0.0,2.3,35.75,11.6,10.75,2193,24.0,7.35,0.34700000000000003,6.35,32.55,13.3,19.95,18.85,6.3,9.05,0.48971750000000003,38.0,3.0,2.7723684210526316,0.070253164556962,83.9,0.11199999999999999,0.18585393258426963,0.306,0.09699999999999999,266.7,84.04166666666669,0.268,0.031,90.8,5.603,82.26438356164385,8.010526315789473,0
"Calloway County, Kentucky",14.6,85.4,28.2,13.1,83.05,17618.203175,90.8,3.95,0.2,1.8,1.15,2.1,19.25,8.5,36613,49.4,18.3,0.455,18.4,31.85,18.25,25.0,1.35,9.1,14.5,0.8269254999999999,34.2,3.3,3.1,0.07,22.7,0.204,0.235,0.28600000000000003,0.10800000000000001,442.1,68.0,0.184,0.07200000000000001,126.83,5.38138888888889,78.9,7.602857142857143,0
"Montgomery County, Maryland",9.0,91.0,56.7,29.8,81.35,45129.76889,51.3,16.25,0.15,13.5,2.75,16.05,7.0,6.25,958974,56.3,5.65,0.45299999999999996,6.55,55.8,14.35,19.8,0.1,5.9,4.05,0.33431900000000003,38.2,2.5,2.6,0.08,19.9,0.235,0.079,0.184,0.07,232.0,416.8,0.127,0.051,193.82,2.69,30.8,6.0,1
"Kennebec County, Maine",9.7,90.3,24.1,8.9,77.1,27618.155239999996,95.65,0.55,0.4,0.75,1.4,1.15,18.95,9.6,121464,46.2,12.7,0.423,17.8,34.7,16.7,25.9,0.7,10.25,11.75,0.915323,41.8,3.8,3.7,0.06,25.7,0.33899999999999997,0.192,0.301,0.096,288.7,113.3,0.11800000000000001,0.07,133.82,1.18,58.9,5.1,0
"Evangeline Parish, Louisiana",33.8,66.2,10.7,3.6,71.25,25832.514919999998,68.05,28.15,0.15,0.3,1.0,2.4,28.0,20.8,34737,32.3,22.85,0.46799999999999997,30.15,27.2,19.5,20.55,1.5,20.25,10.95,0.54300975,35.4,4.2,3.6,0.12,71.5,0.381,0.263,0.315,0.124,451.4,144.1,0.18,0.07200000000000001,345.64,4.56,99.4,8.7,0
"Taylor County, Kentucky",26.3,73.7,14.9,7.1,71.0,21618.296825,91.75,4.85,0.1,0.5,1.2,1.6,38.7,14.55,24307,48.8,21.8,0.43700000000000006,32.4,25.95,15.9,26.25,1.0,10.05,20.75,0.8445845,40.7,4.6,4.2,0.08,48.9,0.39799999999999996,0.22699999999999998,0.319,0.132,420.5,52.8,0.191,0.078,159.33,6.53,86.6,7.602857142857143,0
"Cecil County, Maryland",13.3,86.7,20.9,7.3,74.05,35441.879685,88.4,5.65,0.2,1.05,1.85,2.85,13.1,7.6,100088,40.4,8.45,0.40299999999999997,11.1,31.9,15.7,25.45,0.7,12.25,14.05,0.785917,38.0,3.9,3.9,0.07,36.1,0.256,0.23600000000000002,0.325,0.10300000000000001,246.8,141.5,0.10300000000000001,0.084,653.95,4.91,78.9,5.1,0
"Nantucket County, Massachusetts",6.6,93.4,40.2,15.2,76.3,38425.78508,81.9,5.25,1.25,1.45,2.7,7.4,2.45,8.3,10592,41.8,7.25,0.547,4.6,28.4,24.8,22.35,0.2,20.6,3.6,0.68008875,39.1,2.3,2.6,0.05,16.1,0.193,0.145,0.239,0.075,315.5,243.4,0.079,0.06,465.61,2.8790000000000004,51.6,4.8545454545454545,1
